"Title","URL","image URL","image2 URL","Price1","Price2","Price3","desc1","desc2","desc3","Item ID","Type","Brand","Price level","Tag ID","Gender","online Date","offline Date","Stock","Status"
"湾仔码头 香菇菜肉云吞","http://www.fieldschina.com/zh/item-5849.html","http://www.fieldschina.com/image/product/201401/1390409471744195.jpg","","32","32","0","“湾仔码头”是美国通用磨坊食品公司的旗下品牌，主营速冻食品。创始人臧健和女士起初是在香港湾仔码头附近出摊买水饺起家的。在1997年与美国通用磨坊公司合作后，湾仔码头陆续在上海、广州等地建立生产基地，推出纯手工包制的“湾仔码头”水饺、云吞和汤圆系列。

湾仔码头精选上好、新鲜食材，用心制作，手工包制，采用先进速冻技术，瞬间锁住食材营养，保证良好的口感。食用方法多样，可煮可蒸还可以煎着吃，多样美味任选。
","","","5849","冷冻速食","冷冻速食","","","","","","50000","1"
"湾仔码头 荠菜猪肉云吞","http://www.fieldschina.com/zh/item-5850.html","http://www.fieldschina.com/image/product/201401/1390409347519381.jpg","","32","32","0","“湾仔码头”是美国通用磨坊食品公司的旗下品牌，主营速冻食品。创始人臧健和女士起初是在香港湾仔码头附近出摊买水饺起家的。在1997年与美国通用磨坊公司合作后，湾仔码头陆续在上海、广州等地建立生产基地，推出纯手工包制的“湾仔码头”水饺、云吞和汤圆系列。

湾仔码头精选上好、新鲜食材，用心制作，手工包制，采用先进速冻技术，瞬间锁住食材营养，保证良好的口感。食用方法多样，可煮可蒸还可以煎着吃，多样美味任选。
","","","5850","冷冻速食","冷冻速食","","","","","","50000","1"
"湾仔码头 鲜美虾皇云吞","http://www.fieldschina.com/zh/item-5851.html","http://www.fieldschina.com/image/product/201401/1390409295409117.jpg","","40","40","0","“湾仔码头”是美国通用磨坊食品公司的旗下品牌，主营速冻食品。创始人臧健和女士起初是在香港湾仔码头附近出摊买水饺起家的。在1997年与美国通用磨坊公司合作后，湾仔码头陆续在上海、广州等地建立生产基地，推出纯手工包制的“湾仔码头”水饺、云吞和汤圆系列。

湾仔码头精选上好、新鲜食材，用心制作，手工包制，采用先进速冻技术，瞬间锁住食材营养，保证良好的口感。食用方法多样，可煮可蒸还可以煎着吃，多样美味任选。
","","","5851","冷冻速食","冷冻速食","","","","","","50000","1"
"湾仔码头 黑芝麻汤圆","http://www.fieldschina.com/zh/item-5852.html","http://www.fieldschina.com/image/product/201402/1392044646372655.jpg","","26","26","0","“湾仔码头”是美国通用磨坊食品公司的旗下品牌，主营速冻食品。创始人臧健和女士起初是在香港湾仔码头附近出摊买水饺起家的。在1997年与美国通用磨坊公司合作后，湾仔码头陆续在上海、广州等地建立生产基地，推出纯手工包制的“湾仔码头”水饺、云吞和汤圆系列。

湾仔码头精选上好、新鲜食材，用心制作，手工包制，采用先进速冻技术，瞬间锁住食材营养，保证良好的口感。食用方法多样，可煮可蒸还可以煎着吃，多样美味任选。
","","","5852","冷冻速食","冷冻速食","","","","","","50000","1"
"湾仔码头 红豆沙汤圆","http://www.fieldschina.com/zh/item-5853.html","http://www.fieldschina.com/image/product/201401/1390409813846990.jpg","","26","26","0","“湾仔码头”是美国通用磨坊食品公司的旗下品牌，主营速冻食品。创始人臧健和女士起初是在香港湾仔码头附近出摊买水饺起家的。在1997年与美国通用磨坊公司合作后，湾仔码头陆续在上海、广州等地建立生产基地，推出纯手工包制的“湾仔码头”水饺、云吞和汤圆系列。

湾仔码头精选上好、新鲜食材，用心制作，手工包制，采用先进速冻技术，瞬间锁住食材营养，保证良好的口感。食用方法多样，可煮可蒸还可以煎着吃，多样美味任选。
","","","5853","冷冻速食","冷冻速食","","","","","","50000","1"
"湾仔码头 鲜肉汤圆","http://www.fieldschina.com/zh/item-5854.html","http://www.fieldschina.com/image/product/201402/1392044885799300.jpg","","26","26","0","“湾仔码头”是美国通用磨坊食品公司的旗下品牌，主营速冻食品。创始人臧健和女士起初是在香港湾仔码头附近出摊买水饺起家的。在1997年与美国通用磨坊公司合作后，湾仔码头陆续在上海、广州等地建立生产基地，推出纯手工包制的“湾仔码头”水饺、云吞和汤圆系列。

湾仔码头精选上好、新鲜食材，用心制作，手工包制，采用先进速冻技术，瞬间锁住食材营养，保证良好的口感。食用方法多样，可煮可蒸还可以煎着吃，多样美味任选。
","","","5854","冷冻速食","冷冻速食","","","","","","50000","1"
"湾仔码头 水晶汤圆（紫薯）","http://www.fieldschina.com/zh/item-5856.html","http://www.fieldschina.com/image/product/201402/1392048032625871.jpg","","22","22","0","“湾仔码头”是美国通用磨坊食品公司的旗下品牌，主营速冻食品。创始人臧健和女士起初是在香港湾仔码头附近出摊买水饺起家的。在1997年与美国通用磨坊公司合作后，湾仔码头陆续在上海、广州等地建立生产基地，推出纯手工包制的“湾仔码头”水饺、云吞和汤圆系列。

湾仔码头精选上好、新鲜食材，用心制作，手工包制，采用先进速冻技术，瞬间锁住食材营养，保证良好的口感。食用方法多样，可煮可蒸还可以煎着吃，多样美味任选。
","","","5856","冷冻速食","冷冻速食","","","","","","50000","1"
"钱万隆特晒酱油","http://www.fieldschina.com/zh/item-5861.html","http://www.fieldschina.com/image/product/201401/1390490050131614.jpg","","45","45","0","上海钱万隆调味品有限公司的前身是钱万隆“官酱园”，始创于1880年，即清光绪5年间至今已有124年的历史。“钱万隆”秉承中华上千年的酿造工艺，融汇现代科研生产技术，发扬民族调味品精粹，使钱万隆酱油形成独具一格的品牌优势和产品特色，是上海浦东新区唯一的中华老字号企业。

钱万隆特晒酱油精选优质非转基因脱脂大豆和优质大米，采用传统的古代酿造工艺，经一年半晒制而成的超特级酱油。本产品色泽浓红、酱油浓郁、风味独特，不含任何防腐剂，是烹饪红烧菜肴上色入味的佳品。由于本品浓度高，请酌情减量使用。
","","","5861","调味品和酱料","调味品和酱料","","","","","","50000","1"
"钱万隆天然鲜酱油","http://www.fieldschina.com/zh/item-5862.html","http://www.fieldschina.com/image/product/201401/1390490039460162.jpg","","45","45","0","上海钱万隆调味品有限公司的前身是钱万隆“官酱园”，始创于1880年，即清光绪5年间至今已有124年的历史。“钱万隆”秉承中华上千年的酿造工艺，融汇现代科研生产技术，发扬民族调味品精粹，使钱万隆酱油形成独具一格的品牌优势和产品特色，是上海浦东新区唯一的中华老字号企业。

钱万隆天然鲜酱油以非转基因大豆和优质小麦为主要原料，经过一年酿造而成，具有浓郁的脂香、酱香味，不添加任何防腐剂、助鲜剂和焦糖色，具有自然酿造的棕色。特别适合佐餐或家常小炒，亦可用于高档食品加工，日本、韩国料理。
","","","5862","调味品和酱料","调味品和酱料","","","","","","50000","1"
"爱可丽净 双倍浓缩婴儿专用高效洗衣液（无香型）","http://www.fieldschina.com/zh/item-5867.html","http://www.fieldschina.com/image/product/201402/1392725065445209.jpg","","99","99","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基阴离子和非离子表面活性剂
	以有机耶子和棕榈等为原料
	植物蛋白酶
	无色无味
	经低过敏测试，适合婴儿娇嫩敏感皮肤
	有效去污，不伤衣物
	高效洗衣机（HE）兼容，低泡沫
	手洗亦可

","","","5867","母婴护理","母婴护理","","","","","","50000","1"
"爱可丽净 双倍浓缩婴儿专用高效洗衣液（无香型）","http://www.fieldschina.com/zh/item-5869.html","http://www.fieldschina.com/image/product/201402/1392725124110408.jpg","","69","69","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标 签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基阴离子和非离子表面活性剂
	以有机耶子和棕榈等为原料
	植物蛋白酶
	无色无味
	经低过敏测试，适合婴儿娇嫩敏感皮肤
	有效去污，不伤衣物
	高效洗衣机（HE）兼容，低泡沫
	手洗亦可

","","","5869","母婴护理","母婴护理","","","","","","50000","1"
"爱可丽净 双倍浓缩超强织物柔顺剂(无香型）","http://www.fieldschina.com/zh/item-5870.html","http://www.fieldschina.com/image/product/201402/1392725139422937.jpg","","169","169","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基阳离子表面活性剂
	有机大豆和棕榈为原料
	衣物经洗后蓬松柔软，平整不皱
	消除静电
	抑制细菌繁殖
	双倍浓缩，标准量洗衣平均50次/瓶
	手洗亦可

","","","5870","家用洗涤","家用洗涤","","","","","","50000","1"
"爱可丽净 餐具洗洁精（无香型）","http://www.fieldschina.com/zh/item-5871.html","http://www.fieldschina.com/image/product/201402/1392725173727465.jpg","","79","79","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基阳离子表面活性剂
	以有机耶子油、甜菜和可可为原料
	对油脂的洗净特别有效
	无任何化学物质会残留于被洗器皿中
	抑制细菌繁殖
	对手及皮肤没有伤害
	低泡高效

","","","5871","家用洗涤","家用洗涤","","","","","","50000","1"
"爱可丽净 奶瓶及婴儿餐具专用清洗剂（无香型）","http://www.fieldschina.com/zh/item-5872.html","http://www.fieldschina.com/image/product/201402/1392725187724104.jpg","","119","119","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基阴离子和非离子表面活性剂
	以有机耶子油、甜菜和可可为原料
	无色无味
	最适合清洗婴儿奶瓶、餐具、玩具及家具等
	对蛋白质和油脂的洗净特别有效
	无任何化学物质会残留于被洗器皿中
	抑制细菌繁殖
	对手及皮肤没有伤害
	低泡高效

","","","5872","母婴护理","母婴护理","","","","","","50000","1"
"爱可丽净 超强高效自动洗碗机用洗碗粉（无香型）","http://www.fieldschina.com/zh/item-5873.html","http://www.fieldschina.com/image/product/201403/1394718966412351.jpg","","119","119","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	30小包600g，水溶薄膜独立包装
	小包装遇水即自动溶化，无需撕开，操作极为方便
	全天然配方，植物基非离子表面活性剂
	无色无味，低泡高效
	对手及皮肤没有伤害
	强力活性氧去污
	特有的食物残渣分解因子，强力分解餐具上的残食，同时预防洗碗机下水系统堵塞
	有效去除餐具的异味、霉菌、细菌等
	洗后的餐具光亮如新
	无任何化学物质会残留于被洗器皿中

","","","5873","家用洗涤","家用洗涤","","","","","","50000","1"
"爱可丽净 水果蔬菜清洗剂（无香型）","http://www.fieldschina.com/zh/item-5874.html","http://www.fieldschina.com/image/product/201402/1392725222671900.jpg","","59","59","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基阴离子表面活性剂
	以有机耶子油、甜菜和可可为原料
	无色无味
	轻松有效去除农药、微生物、蜡、泥土及污垢
	快速洗净，只需30秒
	无任何化学物质会残留于被洗蔬果中
	无毒，即使没有彻底清洗过净就食用也无碍
	对手、皮肤乃至内脏没有任何伤害

","","","5874","家用洗涤","家用洗涤","","","","","","50000","1"
"爱可丽净 厨房清洗剂（热带柑橘香型）","http://www.fieldschina.com/zh/item-5875.html","http://www.fieldschina.com/image/product/201402/1392725340456224.jpg","","89","89","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基阴离子表面活性剂
	以有机耶子油等为原料
	无色
	天然精油，热带柑橘香型
	应用于各类厨房台面、瓷砖、大理石、电器、不锈钢（铬）、瓷器、水槽、灶台等油腻表面
	强力去除顽固污点
	可喷于待清洗表面，或溶于清水中，再用软布擦拭
	无任何化学物质会残留于被清洗对象
	无毒，即使没有彻底清洗过净也无碍
	对手、皮肤没有任何伤害

","","","5875","家用洗涤","家用洗涤","","","","","","50000","1"
"爱可丽净 浴厕清洗剂（丝柏桧木香型）","http://www.fieldschina.com/zh/item-5876.html","http://www.fieldschina.com/image/product/201402/1392725475723338.jpg","","89","89","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基非离子表面活性剂
	无色
	从丝柏中提炼的桧木油，减少水渍吸附
	应用于浴缸、淋浴房、面盆、马桶、瓷砖、玻璃纤维、大理石、不锈钢（铬）、瓷器、水槽等硬表面
	强力去除顽固污点
	可喷于待清洗表面，或溶于清水中，再用软布擦拭
	无任何化学物质会残留于被清洗对象
	无毒，即使没有彻底清洗过净也无碍
	对手、皮肤没有任何伤害

","","","5876","家用洗涤","家用洗涤","","","","","","50000","1"
"爱可丽净 玻璃清洗剂（无香型）","http://www.fieldschina.com/zh/item-5877.html","http://www.fieldschina.com/image/product/201402/1392725491535222.jpg","","89","89","0","来自于加拿大的ECHOCLEAN家用清洗系列，由生产天然洗涤剂60年历史的加拿大V.I.P. SOAP PRODUCTS荣誉出品，其工厂位于世界环保示范地区??加拿大不列颠哥仑比亚省内陆。ECHOCLEAN（爱可丽净）系列，从产品本身，到包装乃至标签，做到了彻底的全天然，无任何毒性，并能完全分解。


	全天然配方，植物基阴离子表面活性剂
	以有机耶子油等为原料
	无色无味
	应用于玻璃、镜子、铬面器具及其它类似表面
	强力去除顽固污点
	可喷于待清洗表面，或溶于清水中，再用软布擦拭
	无任何化学物质会残留于被清洗对象
	无毒，即使没有彻底清洗过净也无碍
	对手、皮肤没有任何伤害

","","","5877","家用洗涤","家用洗涤","","","","","","50000","1"
"荷美尔 经典美式火腿片(烟熏)","http://www.fieldschina.com/zh/item-5816.html","http://www.fieldschina.com/image/product/201401/1390492333637951.jpg","","30","30","0","年肉制品专家荷美尔精选高品质新鲜猪后腿肉，经过者一直寻觅的产品。
","","","5816","肉类熟食(冷配)","肉类熟食(冷配)","","","","","","50000","1"
"荷美尔 经典精选火腿片","http://www.fieldschina.com/zh/item-5821.html","http://www.fieldschina.com/image/product/201401/1390492572944470.jpg","","29","29","0","精选火腿片是同类产品中的顶级产品.精选火腿片没有肥肉,天然原汁,独特的烟熏技术,使精选火腿片的风味没有丝毫的偏差.无色素及淀粉。
","","","5821","肉类熟食(冷配)","肉类熟食(冷配)","","","","","","50000","1"
"哈根达斯 熔岩冰淇淋（巧克力）","http://www.fieldschina.com/zh/item-5917.html","http://www.fieldschina.com/image/product/201402/1392915360389001.jpg","","38","38","0","哈根达斯是风靡全球的冰淇淋品牌，1921年由鲁本?马特斯创建于纽约。纽约时代杂志曾赋予哈根达斯“冰淇淋中的劳斯莱斯”的美名。没有创新产品的品牌是难以长久发展的。哈根达斯之所以会成为“冰淇淋中的劳斯莱斯”与其产品不断创新是分不开的。此次哈根达斯推出全新璀璨熔岩系列冰淇淋。只需5-10分钟的甜蜜等待，静候熔岩酱心在冰淇淋内曼妙融化，为你撞击出不同层次的味觉臻享，令你一匙情迷璀璨冬日。
","","","5917","冰淇淋","冰淇淋","","","","","","50000","1"
"伴宝乐 混合水果米粉 ","http://www.fieldschina.com/zh/item-5919.html","http://www.fieldschina.com/image/product/201402/1392306945514219.jpg","","79","79","0","有机水果味麦片有助于6个月以上的宝宝饮食多样化，并符合宝宝的口味。以大米和藜麦粉为基础，易于消化，天然不含麸质。藜麦是一种古老的南美“种子”以其高营养价值闻名，它包括了人体必需的氨基酸及丰富的天然矿物质。不含糖，麸质，牛奶或牛奶蛋白。
","","","5919","婴儿配方乳制品，奶粉","婴儿配方乳制品，奶粉","","","","","","50000","1"
"伴宝乐 混合谷物麦粉 ","http://www.fieldschina.com/zh/item-5920.html","http://www.fieldschina.com/image/product/201402/1392306933998374.jpg","","79","79","0","适合6个月以上宝宝，100%欧洲顶级有机小麦、有机燕麦和有机大米。有机部分水解小麦、燕麦制成，低敏麦粉首选。保留了原本麸皮和胚芽全部的营养成分，麦粉质地细腻，易于溶解易于吸收，呵护宝宝弱小肠胃。
","","","5920","婴儿配方乳制品，奶粉","婴儿配方乳制品，奶粉","","","","","","50000","1"
"凤鸟牌有机椰子油","http://www.fieldschina.com/zh/item-5921.html","http://www.fieldschina.com/image/product/201402/1392636582770017.jpg","","89","89","0","椰子油是从成熟的椰肉中提炼出来的。椰子油即使在高温状态下也非常稳定，是高温烹饪的理想选择。在制作煎饼的时候放入椰子油可以替代黄油的香味，也可以用来代替做菜时放的普通的食用油。也是素食主义者的绝佳选择。
","","","5921","食用油","食用油","","","","","","50000","1"
"爱乐歌 红葡萄酒","http://www.fieldschina.com/zh/item-5928.html","http://www.fieldschina.com/image/product/201403/1394640580144665.jpg","","80","80","0","爱乐歌红葡萄酒选用的是桑娇维塞葡萄品种，这款葡萄是意大利葡萄酒里一款典型及富代表性的葡萄品种。桑娇维赛的香料味中带有肉桂、黑胡椒、炖李子和黑樱桃的气息，以及新鲜饱满的泥土芬芳。较新的酒有时还展现一丝花的香气。
","","","5928","红葡萄酒","红葡萄酒","","","","","","50000","1"
"2012 卡萨丽都 阿斯蒂低醇甜白葡萄酒","http://www.fieldschina.com/zh/item-5929.html","http://www.fieldschina.com/image/product/201402/1392305730836658.jpg","","200","200","0","意大利是世界上最早酿制葡萄酒的国家，几乎全国各地都种植有葡萄树。我们现在优雅美好的葡萄酒文化就起源于这个拥有悠久葡萄种植历史的国家。此款低醇甜白葡萄酒充满着浓缩的小粒白麝香的风味，这些风味包括淡淡的橙花及香料味。搭配烤鸡肉和辛辣的食物，或与奶油及水果为主的餐后甜点最佳。
","","","5929","白葡萄酒","白葡萄酒","","","","","","50000","1"
"德国 健力士 黑啤酒 ","http://www.fieldschina.com/zh/item-5935.html","http://www.fieldschina.com/image/product/201402/1393242939635767.jpg","","12","12","0","健力士黑啤((Guinness)使用烘烤过的大麦、啤酒花、水和酵母通过上层发酵技术进行酿造，具有极其深黑的颜色和独特的口味。

Guinness作为帝亚吉欧旗下的著名啤酒品牌,是世界第一大黑啤酒品牌，其品质体现在酿造的每一个过程中。健力士黑啤酒是由四种原料：大麦，啤酒花，水和酵母酿造而成。 使用烘焙大麦酿制的健力士黑啤酒拥有特色的深色以及独特的口味。
","","","5935","啤酒","啤酒","","","","","","50000","1"
"eco&amp;more 手工柠檬草精油天然大豆蜡烛","http://www.fieldschina.com/zh/item-5949.html","http://www.fieldschina.com/image/product/201406/1402917750963900.jpg","","68","68","0","柠檬草所富含的维C能美白滋润肌肤，促进血液循环，清新淡雅的香氛能使您保持舒心愉悦的心情。待大豆蜡烛融化后，熄灭火焰，稍凉至蜡油微凝，即可用手指轻轻取适量涂抹于皮肤上融化后的豆蜡晶莹剔透，具有极佳的软化皮肤之功效，细腻滋润，滑而不腻。
","","","5949","个人护理","个人护理","","","","","","50000","1"
"海南 西洲密甜瓜","http://www.fieldschina.com/zh/item-5952.html","http://www.fieldschina.com/image/product/201402/1392979260463194.jpg","","50","50","0","西洲蜜甜瓜属“哈密瓜”的一种。据测定，蜜瓜除了水分和蛋白质的含量低于西瓜外，其他营养成分均不少于西瓜，而芳香物质、矿物质、糖分和维生素C的含量则明显高于西瓜。西洲蜜甜瓜果实长椭圆型，果皮绿色泛黄，外表瓜纹明显，果肉脆甜、爽口、甜味十分纯正。
","","","5952","瓜果类","瓜果类","","","","","","50000","1"
"FIELDS 精选京葱","http://www.fieldschina.com/zh/item-5957.html","http://www.fieldschina.com/image/product/201304/51fbe704de101639667.jpg","","10","10","0","大葱多用于煎炒烹炸，南方多产小葱，是一种常用调料，又叫香葱，一般都是生食或拌凉菜用。
","","","5957","葱姜蒜","葱姜蒜","","","","","","50000","1"
"和情 散装焦糖饼干","http://www.fieldschina.com/zh/item-5965.html","http://www.fieldschina.com/image/product/201406/1404129951911443.jpg","","36","36","0","1933年Lembeke,Boone三兄弟创建了和情企业，他们的主打产品就是：焦糖味饼干和姜味面包，当时他们已经是这种产品的有力竞争者，后来又和一家极具竞争力生产蛋糕的公司战略联盟，至今和情已经成为比利时最大的饼干生产商。历史悠久的和情正宗焦糖饼干为人们带来了味觉上的新享受。

焦糖饼干可以是咖啡的好伴侣，饼干中的甜味真好可以冲淡咖啡中的苦味！欧洲人偏爱将焦糖饼干和咖啡搭配在一起食用。

在2010年上海世博会的举办期间，和情为每一位前来参观比利时馆的客人分发了一份和情焦糖饼干，鉴于预期的游客数量，世博会准备了800万份饼干，这可能意味着每秒都分发出了一份，由此证明了和情饼干非常注重与大众一起分享并体验焦糖饼干的独特味觉！
","","","5965","零食小吃","零食小吃","","","","","","50000","1"
"和情 焦糖饼干(25片装)","http://www.fieldschina.com/zh/item-5966.html","http://www.fieldschina.com/image/product/201406/1404130200121561.jpg","","20","20","0","1933年Lembeke,Boone三兄弟创建了和情企业，他们的主打产品就是：焦糖味饼干和姜味面包，当时他们已经是这种产品的有力竞争者，后来又和一家极具竞争力生产蛋糕的公司战略联盟，至今和情已经成为比利时最大的饼干生产商。历史悠久的和情正宗焦糖饼干为人们带来了味觉上的新享受。

焦糖饼干可以是咖啡的好伴侣，饼干中的甜味真好可以冲淡咖啡中的苦味！欧洲人偏爱将焦糖饼干和咖啡搭配在一起食用。

在2010年上海世博会的举办期间，和情为每一位前来参观比利时馆的客人分发了一份和情焦糖饼干，鉴于预期的游客数量，世博会准备了800万份饼干，这可能意味着每秒都分发出了一份，由此证明了和情饼干非常注重与大众一起分享并体验焦糖饼干的独特味觉！
","","","5966","零食小吃","零食小吃","","","","","","50000","1"
"和情 焦糖饼干","http://www.fieldschina.com/zh/item-5967.html","http://www.fieldschina.com/image/product/201406/1404130418163449.jpg","","21","21","0","1933年Lembeke,Boone三兄弟创建了和情企业，他们的主打产品就是：焦糖味饼干和姜味面包，当时他们已经是这种产品的有力竞争者，后来又和一家极具竞争力生产蛋糕的公司战略联盟，至今和情已经成为比利时最大的饼干生产商。历史悠久的和情正宗焦糖饼干为人们带来了味觉上的新享受。

焦糖饼干可以是咖啡的好伴侣，饼干中的甜味真好可以冲淡咖啡中的苦味！欧洲人偏爱将焦糖饼干和咖啡搭配在一起食用。

在2010年上海世博会的举办期间，和情为每一位前来参观比利时馆的客人分发了一份和情焦糖饼干，鉴于预期的游客数量，世博会准备了800万份饼干，这可能意味着每秒都分发出了一份，由此证明了和情饼干非常注重与大众一起分享并体验焦糖饼干的独特味觉！
","","","5967","零食小吃","零食小吃","","","","","","50000","1"
"优诺 莓子天堂低脂发酵乳","http://www.fieldschina.com/zh/item-5978.html","http://www.fieldschina.com/image/product/201402/1393329764489459.jpg","","12","12","0","优诺低脂酸奶采用新鲜牛奶和真正水果制作，不添加人造香料或色素，有着奶油般的口感，2%的脂肪含量，富含优良的蛋白质、钙质和活性因子，帮助平衡你的身体机能。

优诺是澳大利亚酸奶市场上的主导品牌，是全世界新鲜乳品第二、澳洲第一的酸奶品牌。该品牌于1982年在澳洲投放市场后，以前所未有的创新产品，迅速提高了当地酸奶的消费量。至今，此品牌已销往全世界45个国家。
","","","5978","酸奶类","酸奶类","","","","","","50000","1"
"和情 焦糖饼干","http://www.fieldschina.com/zh/item-5968.html","http://www.fieldschina.com/image/product/201406/1404130487398913.jpg","","21","21","0","1933年Lembeke,Boone三兄弟创建了和情企业，他们的主打产品就是：焦糖味饼干和姜味面包，当时他们已经是这种产品的有力竞争者，后来又和一家极具竞争力生产蛋糕的公司战略联盟，至今和情已经成为比利时最大的饼干生产商。历史悠久的和情正宗焦糖饼干为人们带来了味觉上的新享受。

焦糖饼干可以是咖啡的好伴侣，饼干中的甜味真好可以冲淡咖啡中的苦味！欧洲人偏爱将焦糖饼干和咖啡搭配在一起食用。

在2010年上海世博会的举办期间，和情为每一位前来参观比利时馆的客人分发了一份和情焦糖饼干，鉴于预期的游客数量，世博会准备了800万份饼干，这可能意味着每秒都分发出了一份，由此证明了和情饼干非常注重与大众一起分享并体验焦糖饼干的独特味觉！
","","","5968","零食小吃","零食小吃","","","","","","50000","1"
"优诺芒果低脂发酵乳","http://www.fieldschina.com/zh/item-5979.html","http://www.fieldschina.com/image/product/201402/1393330377826926.jpg","","12","12","0","优诺低脂酸奶采用新鲜牛奶和真正水果制作，不添加人造香料或色素，有着奶油般的口感，2%的脂肪含量，富含优良的蛋白质、钙质和活性因子，帮助平衡你的身体机能。

优诺是澳大利亚酸奶市场上的主导品牌，是全世界新鲜乳品第二、澳洲第一的酸奶品牌。该品牌于1982年在澳洲投放市场后，以前所未有的创新产品，迅速提高了当地酸奶的消费量。至今，此品牌已销往全世界45个国家。
","","","5979","酸奶类","酸奶类","","","","","","50000","1"
"优诺草莓低脂发酵乳","http://www.fieldschina.com/zh/item-5980.html","http://www.fieldschina.com/image/product/201402/1393330400422387.jpg","","12","10","0","优诺低脂酸奶采用新鲜牛奶和真正水果制作，不添加人造香料或色素，有着奶油般的口感，2%的脂肪含量，富含优良的蛋白质、钙质和活性因子，帮助平衡你的身体机能。

优诺是澳大利亚酸奶市场上的主导品牌，是全世界新鲜乳品第二、澳洲第一的酸奶品牌。该品牌于1982年在澳洲投放市场后，以前所未有的创新产品，迅速提高了当地酸奶的消费量。至今，此品牌已销往全世界45个国家。
","","","5980","酸奶类","酸奶类","","","","","","50000","1"
"澳洲生机谷有机全脂牛奶","http://www.fieldschina.com/zh/item-5981.html","http://www.fieldschina.com/image/product/201402/1393430235819390.jpg","","30","30","0","澳洲生机谷有机牛奶，出产于澳洲天然牧场，经澳洲ACO认证。所选奶牛经过有机方式养殖，由于空气清新，水质草质俱佳，奶牛的体格也就特别健硕。所产的牛奶不含转基因物质、除草剂、农药等有害物质。并且，在生产、包装等过程中都不使用添加剂和防腐剂，是纯天然、营养健康的牛奶。
澳洲生机谷有机牛奶多次获得澳洲乳品协会的金奖和银奖，有几十年来所形成的严格的奶质管理检验体系，是真正的优质品牌。
","","","5981","长效牛奶","长效牛奶","","","","","","50000","1"
